PLT,Latitude,Longitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio13,bio14,bio15,bio16,bio17,bio18,bio19,FH2020,Aridity,HumanFP,maxEVI,maxLAI,meanFpar,meanLST_day,maxNDVI,sumET,sumPET,corr_annual_precip,BD,Clay,OCC,pH,EC,CperN,Ni,aspectcosine,aspectsine,dx,dxx,dy,dyy,elevation,pcurv,roughness,slope,tcurv,tpi,tri
PLOTID_3310606010661,38.54,-86.92,2865,94,279,8887,3035,2698,337,2918,2746,2977,2746,1562,800,190,3900,2653,3071,2653,0,9130,9.20781707763672,0.643499970436096,3.09999990463257,0.411086946725845,20.1561546325684,0.858200013637543,510.700012207031,967.200012207031,1150.10668945312,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.548250675201416,0.175664290785789,0.0067522916942834,2.87345683318563e-05,-0.0142896836623549,8.37494098959723e-06,157.625,4.88903060613666e-05,17.0625,1.39826452732086,-1.18384441520902e-05,0.5234375,5.1328125
PLOTID_3310639010661,38.55,-86.88,2865,94,279,8931,3036,2698,338,2918,2745,2978,2745,1585,818,188,3964,2705,3137,2705,21,9242,7.09795427322388,0.710799992084503,4.0,0.435652166604996,19.1453838348389,0.861100018024445,574.900024414062,1020.0,1159.85925292969,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.199072137475014,-0.150640785694122,-0.0024514715187251,-1.98941288545029e-05,0.0183434523642063,6.95312337484211e-05,180.0,6.71395246172324e-05,28.25,2.33713054656982,-1.75810182554414e-05,1.1484375,9.5078125
PLOTID_3310679010661,38.54,-86.75,2864,94,280,8838,3034,2697,337,2916,2745,2975,2745,1535,829,178,3893,2715,3114,2715,0,9313,3.50088834762573,0.700500011444092,6.80000019073486,0.540543496608734,17.0686359405518,0.898699998855591,672.200012207031,1107.09997558594,1228.55346679688,,,,,,,,0.499479651451111,0.0394503809511662,0.0030965008772909,-0.0001408098905812,0.0227013379335403,-4.83018702652771e-05,183.625,-0.0001544873666716,31.5625,2.40934705734253,-3.41735576512292e-05,-2.7109375,10.2109375
PLOTID_3310709010661,38.53,-86.75,2863,94,281,8811,3033,2697,336,2914,2745,2974,2745,1540,836,177,3913,2737,3131,2737,16,9362,3.8199610710144,0.755100011825562,5.90000009536743,0.564347803592682,17.3434886932373,0.910700023174286,836.099975585938,1148.30004882812,1228.55346679688,,,,,,,,0.28127858042717,-0.140884876251221,-0.0172014590352774,-2.27267300942913e-05,0.0183097384870052,-6.19358397671022e-05,201.375,-7.88049437687732e-05,31.625,2.40694451332092,-5.40064638698823e-06,-1.5234375,10.0703125
PLOTID_3310732010661,38.66,-86.71,2861,95,281,8821,3032,2695,337,2913,2743,2972,2743,1587,804,192,3961,2663,3173,2663,26,9449,3.67621517181396,0.771899998188019,7.0,0.534130454063416,17.319522857666,0.887499988079071,621.5,997.299987792969,1193.78820800781,,,,,,,,0.422623574733734,-0.0174717847257853,0.0004309793293941,-9.31488102651201e-05,0.0243899133056402,-5.14158818987198e-05,203.9375,7.93590006651357e-05,47.625,3.75977945327759,-0.0002264319191453,-2.1796875,17.8046875
PLOTID_3310781010661,38.64,-86.7,2861,94,281,8783,3031,2695,336,2912,2743,2971,2743,1592,819,188,3993,2709,3201,2709,25,9560,4.48394155502319,0.790499985218048,7.0,0.557826101779938,16.7976188659668,0.926800012588501,540.0,917.599975585938,1190.46838378906,,,,,,,,-0.36874184012413,0.593431711196899,0.0384184867143631,-2.53558391705155e-06,-0.0137151516973972,-8.6862753960304e-05,227.375,6.63674145471305e-05,33.375,2.64263844490051,-0.0001553829788463,-1.7734375,11.6328125
PLOTID_3310821010661,38.62,-86.7,2860,94,282,8757,3030,2695,335,2911,2743,2971,2743,1563,811,186,3930,2680,3151,2680,26,9527,8.82101440429688,0.743399977684021,7.0,0.564456522464752,17.2104873657227,0.92220002412796,612.200012207031,1034.90002441406,1190.46838378906,,,,,,,,-0.0540956929326057,0.179304122924805,0.0126599706709385,0.0001177190788439,-0.0085128806531429,3.85624880436808e-05,232.8125,0.000222432980081,36.25,2.41673564910889,-6.60775694996119e-05,2.2265625,13.1640625
PLOTID_3310830010661,38.57,-86.68,2863,95,280,8844,3034,2696,338,2915,2927,2974,2744,1511,814,178,3826,2670,3051,2671,25,9347,6.37594842910767,0.715900003910065,6.90000009536743,0.537391304969788,16.3536357879639,0.908800005912781,651.099975585938,1059.0,1136.435546875,,,,,,,,0.361673206090927,-0.0069436253979802,0.0020655721891671,-4.1084669646807e-05,0.0339166782796383,-1.83073116204469e-05,187.75,-2.33624650718411e-05,49.3125,3.82827258110046,-3.79624179913662e-05,-0.875,20.078125
PLOTID_3310867010661,38.57,-86.79,2864,94,279,8903,3035,2697,338,2917,2745,2976,2745,1511,792,184,3800,2608,3032,2608,24,9255,3.5999813079834,0.688300013542175,5.80000019073486,0.471413046121597,17.4868183135986,0.897599995136261,588.200012207031,911.400024414062,1154.63110351562,,,,,,,,0.845064640045166,-0.103242613375187,-0.0161790046840906,-2.46529743890278e-05,0.0576313473284245,-7.36205984139815e-05,163.6875,-0.0001269692147616,46.3125,3.75723266601562,2.92101321974769e-05,-1.78125,13.890625
PLOTID_3310921010661,38.53,-86.74,2862,94,282,8762,3032,2697,335,2913,2925,2972,2745,1549,843,176,3937,2757,3150,2757,26,9403,4.1192193031311,0.743600010871887,6.59999990463257,0.553586959838867,17.0179061889648,0.925700008869171,508.799987792969,859.599975585938,1228.55346679688,,,,,,,,0.533711850643158,-0.329205542802811,-0.0214170608669519,4.54539185739122e-05,0.026214687153697,-9.11505994736217e-05,217.125,-5.20234934811015e-05,38.0625,3.10815668106079,6.08577465754934e-06,-1.265625,12.9375
PLOTID_3323216010661,39.95,-87.34,2848,95,272,9287,3021,2672,349,2944,2741,2964,2723,1288,587,240,3719,1973,3377,1975,0,8916,8.72372150421143,0.749400019645691,7.0,0.529891312122345,15.707142829895,0.895099997520447,766.200012207031,1013.0,1108.94055175781,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.284754008054733,-0.206008598208427,-0.0047389171086251,4.20618380303495e-05,-0.0039177360013127,2.3749917090754e-05,203.6875,5.58433202968445e-05,7.125,0.519760310649872,1.24418666018755e-05,0.9765625,2.4296875
PLOTID_3323237010661,39.92,-87.35,2849,95,273,9301,3021,2673,348,2945,2742,2964,2723,1245,570,237,3578,1918,3239,1923,24,8857,4.04663181304932,0.668099999427795,7.0,0.507282614707947,18.0251216888428,0.845600008964539,758.599975585938,1005.79998779297,1108.94055175781,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.30231985449791,-0.580860733985901,-0.0160102136433125,9.52294067246839e-06,-0.004289265256375,3.95186398236547e-05,193.4375,2.3194834284368e-05,12.5625,1.06441700458527,2.58370655501494e-05,0.90625,4.109375
PLOTID_3323277010661,39.9,-87.36,2851,95,271,9370,3024,2673,351,2947,2743,2967,2724,1217,560,234,3484,1882,3148,1886,0,8693,5.18151330947876,0.568300008773804,3.0,0.336195647716522,17.5923252105713,0.807299971580505,526.599975585938,975.599975585938,975.751342773438,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.395503520965576,-0.422285050153732,-0.003771016607061,-3.01870513794711e-05,-0.0028370029758662,-1.32378809212241e-05,147.0,-3.26683402818162e-05,4.75,0.321209311485291,-4.19392245021299e-06,-0.625,1.359375
PLOTID_3323308010661,39.9,-87.35,2849,95,271,9321,3022,2673,349,2945,2743,2965,2723,1235,567,235,3539,1908,3199,1914,0,8856,4.12621116638184,0.572799980640411,4.09999990463257,0.368804335594177,17.0561904907227,0.841199994087219,568.099975585938,1013.29998779297,1087.65197753906,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.66982889175415,-0.327582836151123,-0.0087694572284817,5.97167781961616e-05,0.0117533029988408,-1.59633327712072e-05,194.3125,1.43399638545816e-05,13.9375,1.04212987422943,2.93921457341639e-05,0.390625,4.578125
PLOTID_3323357010661,39.89,-87.29,2849,94,271,9288,3021,2673,348,2945,2742,2964,2723,1333,610,233,3811,2067,3438,2078,17,9011,3.46261358261108,0.726999998092651,4.09999990463257,0.409130424261093,15.8866662979126,0.917900025844574,640.900024414062,1060.30004882812,1074.35363769531,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.661190152168274,0.0172903891652822,-0.0013154110638424,2.29631914407946e-05,-0.0145227825269103,4.8668916861061e-05,197.6875,5.65567825105973e-05,17.0,1.13275671005249,1.49565539686591e-05,1.25,6.125
PLOTID_3323418010661,39.92,-87.17,2848,94,272,9261,3019,2672,347,2943,2741,2963,2722,1338,610,231,3793,2079,3411,2087,0,9144,3.43957233428955,0.670000016689301,4.0,0.399891316890717,15.1999998092651,0.893299996852875,607.200012207031,1012.0,1046.85925292969,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.248536393046379,-0.29656383395195,-0.0063165221363306,3.48050343745854e-05,0.0053362459875643,-1.32377335830824e-05,218.875,2.10112084459979e-05,11.5,0.751231789588928,4.67708787255106e-07,0.1484375,3.7578125
PLOTID_3323445010661,39.92,-87.19,2848,94,272,9261,3019,2672,347,2943,2741,2963,2722,1336,609,231,3791,2075,3411,2083,25,9136,3.60960721969604,0.692600011825562,6.80000019073486,0.522065222263336,15.4433336257935,0.921899974346161,883.799987792969,1152.90002441406,1046.85925292969,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.166588604450226,0.357649356126785,0.0058776121586561,-6.56484507999266e-06,-0.0026343509089201,1.82992826012196e-05,218.0625,1.84885211638175e-05,9.875,0.611013829708099,-6.75350611345493e-06,0.2890625,3.2109375
PLOTID_3323476010661,39.9,-87.18,2848,94,271,9272,3020,2673,347,2943,2741,2963,2723,1336,610,230,3781,2080,3395,2090,24,9046,4.43775701522827,0.646600008010864,6.69999980926514,0.547826111316681,15.3065004348755,0.890200018882751,630.0,1002.5,1050.044921875,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.815534293651581,-0.106805458664894,-0.0069281603209674,-5.90092258789809e-06,-0.0336387604475021,-1.28486417452223e-05,186.625,-1.44335017466801e-05,28.3125,2.25765752792358,-4.31883427154389e-06,-0.328125,9.484375
PLOTID_3323486010661,39.9,-87.16,2849,94,270,9339,3022,2673,349,2945,2742,2965,2723,1336,610,229,3778,2082,3390,2092,20,9020,3.85641479492188,0.652700006961823,3.40000009536743,0.385326087474823,15.5348777770996,0.910700023174286,658.900024414062,1095.5,1050.044921875,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.584382832050323,-0.455552190542221,-0.023195281624794,-2.19853845919715e-05,0.0215139519423246,-3.99083692173008e-05,176.625,-5.09834608237725e-05,23.5625,1.86514711380005,-1.08640724647557e-05,-1.0625,7.734375
PLOTID_3323534010661,39.89,-87.23,2850,94,269,9336,3023,2673,350,2946,2743,2966,2723,1337,611,230,3792,2081,3408,2092,17,9006,10.6834955215454,0.649800002574921,7.0,0.543260872364044,15.4714632034302,0.872900009155273,821.400024414062,1111.80004882812,1048.63464355469,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.168692111968994,0.198259919881821,0.0135902501642704,-6.82331155985594e-05,0.0144552476704121,-0.0001292644592467,180.125,-0.0001481833896832,36.1875,3.04256367683411,-4.90485181217082e-05,-3.40625,12.0625
PLOTID_3323578010661,39.95,-87.12,2847,94,272,9273,3019,2672,347,2942,2740,2962,2722,1344,611,233,3815,2079,3435,2082,0,9129,10.2256088256836,0.723999977111816,4.09999990463257,0.344021737575531,16.0839996337891,0.909200012683868,522.599975585938,862.200012207031,1059.36145019531,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.0405862629413605,0.0946209952235222,0.0023255271371454,5.75080121052451e-05,-0.0034786807373166,6.0932245105505e-05,227.0,7.12761102477089e-05,14.5625,0.791933298110962,4.70774866698775e-05,1.90625,4.828125
PLOTID_3323618010661,39.94,-87.11,2848,94,271,9295,3019,2672,347,2943,2741,2963,2722,1348,614,232,3820,2091,3433,2097,23,9068,4.29726362228394,0.686100006103516,6.90000009536743,0.548586964607239,15.8660974502563,0.906499981880188,621.599975585938,961.700012207031,1059.36145019531,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.338059037923813,-0.760118067264557,-0.0306240320205688,-7.35952344257385e-05,0.0112803876399994,-6.34631142020226e-05,212.125,-8.90874798642471e-05,28.5625,1.96263909339905,-4.78876463603228e-05,-2.1484375,9.0234375
PLOTID_3323671010661,39.87,-87.28,2849,94,271,9277,3021,2673,348,2945,2742,2964,2724,1336,611,231,3808,2076,3428,2089,22,9043,5.2957329750061,0.666499972343445,6.80000019073486,0.534239113330841,15.4714632034302,0.910700023174286,650.299987792969,1046.30004882812,1074.35363769531,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.24155530333519,-0.817393183708191,-0.0433055050671101,0.0002164047182304,0.0047283587045967,2.21930968109518e-05,200.5,0.0002106186148012,22.8125,2.09408044815063,2.54736096394481e-05,3.0234375,7.3828125
PLOTID_3323718010661,39.79,-87.34,2851,94,270,9314,3023,2674,349,2947,2744,2967,2725,1277,587,227,3611,1998,3231,2010,24,8877,19.6991062164307,0.631399989128113,3.09999990463257,0.392934769392014,17.9109516143799,0.850499987602234,562.400024414062,979.5,1103.48596191406,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.16782520711422,0.40727573633194,0.0182557962834835,0.0002181673044105,0.0090853301808238,4.92546678287908e-05,180.75,9.05885171960108e-05,33.0625,2.8826949596405,0.0001748194481479,3.59375,10.921875
PLOTID_3323778010661,39.85,-87.13,2847,94,272,9234,3019,2673,346,2943,2741,2962,2723,1380,633,225,3875,2167,3452,2176,0,9261,23.8683128356934,0.66509997844696,6.40000009536743,0.377173900604248,15.2948780059814,0.916000008583069,670.200012207031,1049.09997558594,1048.52697753906,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.0395739898085594,0.501038551330566,0.0102090686559677,-6.88239879309549e-06,-0.0011820917716249,-3.56260825356003e-05,227.875,-1.92315146705369e-05,10.625,0.740049839019775,-2.32612128456822e-05,-0.796875,3.265625
PLOTID_3323827010661,39.83,-87.18,2848,94,271,9249,3019,2673,346,2943,2742,2963,2723,1387,635,225,3895,2176,3470,2189,0,9260,11.580735206604,0.667400002479553,3.90000009536743,0.383804351091385,16.6860980987549,0.877099990844727,556.599975585938,941.599975585938,1077.72998046875,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.0732869133353233,-0.152415424585342,-0.0009636932518333,3.20935323543381e-05,0.0024317458737641,1.55743491632165e-05,229.1875,8.6694844867452e-06,5.6875,0.336913675069809,3.61053644155618e-05,0.6953125,2.0078125
PLOTID_3323855010661,39.78,-87.18,2850,94,269,9287,3022,2674,348,2945,2743,2965,2724,1388,635,224,3887,2183,3445,2194,24,9196,11.3033428192139,0.672599971294403,7.0,0.536304354667664,16.6669998168945,0.836700022220612,831.099975585938,1097.30004882812,1046.19384765625,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.352530300617218,-0.199290245771408,-0.0063475049100816,-5.33079510205425e-05,-0.0118548655882478,3.36800985678565e-05,201.5,-7.56501276555355e-06,23.375,1.80670154094696,-1.22817828014377e-05,0.0390625,8.5234375
PLOTID_3323902010661,39.77,-87.31,2850,94,271,9264,3022,2675,347,2945,2744,2965,2725,1329,608,228,3762,2079,3362,2093,22,9027,12.9050607681274,0.64139997959137,7.0,0.497826099395752,16.7561912536621,0.91729998588562,589.0,821.400024414062,1103.48596191406,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.56212705373764,-0.31697690486908,-0.0081410678103566,3.20406870741863e-05,0.016076697036624,5.17857552040368e-05,202.4375,7.77949098846875e-05,19.125,1.19381105899811,-1.50477171700913e-06,1.421875,6.5
PLOTID_3323945010661,39.74,-87.33,2852,94,269,9346,3026,2675,351,2949,2745,2969,2726,1318,603,226,3713,2066,3308,2078,18,8789,6.85472679138184,0.646099984645844,6.40000009536743,0.524782598018646,17.1114635467529,0.899399995803833,536.099975585938,849.099975585938,1111.72302246094,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.0193100497126579,0.40959221124649,0.0155738200992346,-0.0003200965002179,0.0008105947053991,1.94685544556705e-05,156.25,-0.0002989034110214,23.25,1.99798345565796,3.66435841669954e-07,-3.4375,7.375
PLOTID_3323983010661,39.7,-87.3,2851,94,271,9243,3023,2676,347,2946,2745,2966,2726,1385,629,226,3886,2170,3444,2182,23,9052,8.94600009918213,0.695900022983551,6.30000019073486,0.371086955070496,17.1056098937988,0.903299987316132,623.5,1070.59997558594,1076.359375,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.405299633741379,0.0363305434584618,0.0008744120132178,-3.52319148078095e-05,-0.0038503520190715,1.51856593220145e-05,197.8125,-3.65835257980507e-05,6.3125,0.463581711053848,1.6545274775126e-05,-0.1171875,2.3359375
PLOTID_3324022010661,39.78,-87.14,2850,94,269,9300,3022,2674,348,2945,2743,2965,2724,1373,628,224,3845,2160,3401,2169,0,9210,4.38031578063965,0.583100020885468,2.90000009536743,0.388369560241699,16.7180957794189,0.852100014686584,522.599975585938,927.400024414062,1082.61169433594,,,,,,,,0.0502432733774185,-0.664267539978027,-0.0309918913990259,1.96215951291379e-05,0.0056065646931529,5.72367753193248e-05,199.0625,7.91859929449856e-06,23.6875,2.07533740997314,6.88757136231288e-05,1.3828125,7.5390625
PLOTID_3324059010661,39.76,-87.2,2849,94,271,9248,3022,2675,347,2945,2743,2965,2725,1397,638,224,3912,2197,3465,2208,24,9264,13.4954957962036,0.629299998283386,2.79999995231628,0.425652176141739,17.3607311248779,0.864499986171722,590.400024414062,1018.90002441406,1046.19384765625,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.429752171039581,-0.218982696533203,-0.0002629522932693,7.32157786842436e-05,-0.0071602221578359,1.32385048345895e-05,211.0,5.09955971210729e-05,12.375,0.803666055202484,3.54045041603968e-05,1.140625,3.765625
PLOTID_3324113010661,39.72,-87.13,2849,94,271,9215,3021,2675,346,2944,2744,2964,2725,1411,641,225,3940,2218,3460,2222,20,9315,8.11513519287109,0.72790002822876,4.69999980926514,0.324456512928009,16.5852375030518,0.890500009059906,502.700012207031,883.0,1113.84313964844,,,,,,,,0.384046763181686,-0.186719819903374,-0.0016619715606793,-5.87709973842721e-06,0.002229142235592,-1.05130802694475e-05,224.1875,-2.05483374884352e-05,5.75,0.319804519414902,1.0935659702227e-05,-0.28125,1.90625
PLOTID_3324149010661,39.7,-87.13,2850,94,270,9241,3022,2675,347,2945,2744,2965,2725,1413,640,225,3943,2222,3457,2224,23,9275,8.54943466186523,0.640799999237061,6.09999990463257,0.490326076745987,16.4365119934082,0.901899993419647,653.0,908.200012207031,1083.31518554688,,,,,,,,-0.289617568254471,0.115192599594593,-0.0006122845225036,5.35055260115769e-05,-0.0020940531976521,-4.28313705924666e-06,217.875,3.42534549417906e-05,10.8125,0.628146827220917,1.48051294672769e-05,0.5546875,3.2265625
PLOTID_3324185010661,39.76,-87.05,2849,93,269,9270,3020,2674,346,2944,2742,2964,2724,1390,635,226,3886,2185,3410,2185,20,9223,12.6853084564209,0.479699999094009,5.59999990463257,0.482717394828796,14.1209087371826,0.803200006484985,845.599975585938,1196.30004882812,1074.28125,1.58,21.0,5.63,8.3,1.0,9.0,0.59,0.394049257040024,-0.836476981639862,-0.0481394194066525,1.63400309247663e-05,0.0219535063952208,4.36092086602002e-05,222.0625,1.77842211996904e-05,28.3125,2.56274104118347,4.19971765950322e-05,1.0703125,8.2265625
PLOTID_3324224010661,39.75,-87.05,2849,93,269,9259,3020,2674,346,2944,2724,2964,2724,1392,636,226,3892,2189,3413,2189,19,9285,8.91278839111328,0.638899981975555,5.90000009536743,0.487608700990677,13.6264448165894,0.874599993228912,696.099975585938,1135.59997558594,1115.15222167969,1.58,21.0,5.63,8.3,1.0,9.0,0.59,0.544692695140839,0.0525027550756931,0.0052504939958453,3.78976183128543e-05,0.0226290635764599,4.3609477870632e-05,232.375,4.44557881564833e-05,20.5,1.54266595840454,3.67296815966256e-05,1.328125,6.96875
PLOTID_3324261010661,39.71,-87.02,2848,93,271,9203,3019,2674,345,2943,2724,2963,2724,1418,644,227,3952,2219,3438,2219,10,9435,3.29163503646851,0.673099994659424,6.5,0.490434795618057,15.337272644043,0.878499984741211,745.299987792969,995.900024414062,1115.15222167969,1.58,21.0,5.63,8.3,1.0,9.0,0.59,-0.478796631097794,0.0406456477940083,0.0023177943658083,1.27314269775525e-05,-0.0129357911646366,-2.16104072023882e-05,241.1875,-6.76383206155151e-05,22.6875,1.64304983615875,5.86526075494476e-05,-0.28125,8.4375
PLOTID_3324316010661,39.72,-87.09,2849,94,270,9236,3021,2675,346,2944,2724,2964,2724,1416,643,226,3950,2226,3457,2226,24,9238,6.30808210372925,0.696300029754639,6.5,0.4979347884655,15.8238096237183,0.892799973487854,834.0,1099.5,1068.51696777344,1.58,21.0,5.63,8.3,1.0,9.0,0.59,-0.0723551958799362,0.500774025917053,0.0181948095560074,2.87302700598957e-05,-0.0024993489496409,4.51673367933836e-05,224.4375,7.60481780162081e-05,21.0625,1.60210132598877,-2.22167773245019e-06,1.25,6.921875
PLOTID_3324357010661,39.69,-87.35,2851,95,273,9243,3023,2676,347,2946,2745,2966,2726,1322,602,225,3699,2074,3280,2084,0,8905,14.5517501831055,0.699400007724762,7.0,0.384891301393509,17.716667175293,0.894400000572205,634.0,1099.19995117188,1108.34350585938,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.338815271854401,-0.540108680725098,-0.0104042338207364,3.19645478157327e-05,0.0039179073646664,8.56631140777608e-06,204.875,5.62097593501676e-05,10.125,0.720636546611786,-1.57540180225624e-05,0.5546875,3.4140625
PLOTID_3324391010661,39.68,-87.38,2853,95,269,9345,3027,2676,351,2950,2746,2970,2727,1303,594,223,3634,2050,3224,2056,0,8692,21.5225276947021,0.618099987506866,2.59999990463257,0.326413035392761,17.7007312774658,0.837700009346008,512.700012207031,929.299987792969,1043.79614257812,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.0144506106153131,-0.0853573307394981,-0.0035842552315443,3.06504152831621e-05,-0.0007430536788888,1.24601328934659e-05,148.8125,2.02040737349307e-05,8.1875,0.64355194568634,2.28973076445982e-05,0.6171875,2.7578125
PLOTID_3324430010661,39.69,-87.26,2852,94,270,9274,3024,2676,348,2947,2746,2967,2726,1390,629,225,3877,2180,3418,2188,24,9085,8.81011867523193,0.682799994945526,7.0,0.541956543922424,16.9553661346436,0.901199996471405,606.5,950.0,1076.359375,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.247717663645744,-0.43341526389122,-0.0256172735244036,-0.0001474193122703,0.0091868210583925,-3.07607951981481e-05,184.25,-0.0001614623324712,26.1875,1.95511662960052,-1.65412184287561e-05,-2.3828125,9.6015625
PLOTID_3324480010661,39.69,-87.33,2851,95,273,9232,3023,2676,347,2946,2745,2966,2726,1356,616,225,3797,2126,3365,2136,25,8948,11.594838142395,0.71340000629425,6.09999990463257,0.520652174949646,16.8957138061523,0.911400020122528,622.099975585938,963.0,1108.34350585938,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.115771673619747,0.638170659542084,0.0131583167240024,3.62018145096954e-05,0.0015198796754702,1.92741899809334e-05,205.5,6.37593111605383e-05,15.6875,0.862165629863739,-8.33698868518695e-06,0.8203125,5.7421875
PLOTID_3324502010661,39.68,-87.29,2852,94,270,9273,3024,2676,348,2948,2746,2968,2727,1392,630,225,3884,2183,3427,2191,8,9038,4.28779220581055,0.702099978923798,6.19999980926514,0.514130413532257,17.2704887390137,0.922800004482269,821.5,1119.69995117188,1076.359375,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.200281873345375,0.346458077430725,0.0205440614372492,-5.41282897756901e-05,-0.0050662653520703,-8.95564335223753e-06,184.875,3.94663493352709e-06,25.4375,2.05667948722839,-6.74950642860495e-05,-0.828125,9.25
PLOTID_3324542010661,39.66,-87.27,2852,94,270,9286,3025,2677,348,2948,2746,2968,2727,1389,626,224,3861,2179,3395,2184,0,8983,18.0966148376465,0.695800006389618,3.09999990463257,0.389891296625137,17.0266666412354,0.88919997215271,531.700012207031,912.400024414062,1076.359375,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.0753021240234375,0.939712107181549,0.0511724129319191,-3.29178983520251e-05,3.37770106852986e-05,-9.73433202489105e-07,173.5,-3.47254426742438e-05,21.5,2.29867243766785,-1.13468206563994e-06,-0.4140625,7.4765625
PLOTID_3324581010661,39.64,-87.28,2853,94,270,9297,3026,2677,349,2949,2747,2969,2728,1398,628,223,3875,2193,3400,2196,0,8882,14.8950700759888,0.702499985694885,3.29999995231628,0.345869570970535,17.1258144378662,0.877300024032593,564.799987792969,996.5,1060.55541992188,1.24,26.0,16.46,5.5,0.0,14.0,1.25,0.520549654960632,0.388877868652344,0.0290057566016912,-4.55976078228559e-05,0.0158068705350161,-1.09027359940228e-05,163.125,-7.7743548899889e-05,18.8125,1.65374672412872,2.14283008972416e-05,-0.765625,5.46875
PLOTID_3324624010661,39.63,-87.29,2852,95,272,9240,3025,2677,348,2948,2747,2968,2728,1405,630,223,3894,2203,3417,2207,24,8988,16.2914981842041,0.629599988460541,3.79999995231628,0.385760873556137,17.0420932769775,0.898599982261658,667.799987792969,1119.80004882812,1060.55541992188,1.24,26.0,16.46,5.5,0.0,14.0,1.25,-0.321983247995377,0.236410915851593,0.0113998027518392,5.17706175742205e-05,-0.0127333346754313,1.34337687995867e-05,185.6875,4.27793092967477e-05,15.75,1.15733742713928,2.23799361265264e-05,0.890625,5.140625
PLOTID_3324676010661,39.65,-87.14,2852,94,270,9264,3024,2676,348,2947,2726,2967,2726,1394,626,225,3868,2186,3369,2186,0,9189,4.48053216934204,0.623799979686737,6.59999990463257,0.512173891067505,16.0371437072754,0.90939998626709,607.5,812.900024414062,1100.66882324219,,,,,,,,-0.168312758207321,0.229104414582253,0.0032330718822777,6.5131030169141e-06,-0.0022967215627431,1.20709355542203e-05,206.625,-2.89695271931123e-05,10.1875,0.649422883987427,4.75663036922924e-05,0.3203125,3.7578125
PLOTID_3324704010661,39.63,-87.13,2851,94,271,9219,3023,2676,347,2946,2727,2966,2727,1405,628,225,3886,2199,3371,2199,23,9187,7.80749320983887,0.653900027275085,3.59999990463257,0.408804357051849,17.0387172698975,0.912400007247925,587.5,1022.59997558594,1100.66882324219,,,,,,,,0.0507137589156628,-0.211139649152756,-0.0039311004802584,-5.27494703419507e-05,-6.75549817970023e-05,2.4531313101761e-05,208.0,-4.56199632026255e-05,12.125,0.763668537139893,1.74091073859017e-05,-0.140625,4.375
PLOTID_3324744010661,39.61,-87.13,2852,94,272,9224,3024,2677,347,2947,2727,2967,2727,1410,628,225,3893,2204,3370,2204,26,9209,8.88528347015381,0.584100008010864,6.09999990463257,0.523586928844452,16.9616279602051,0.892499983310699,828.900024414062,1099.0,1100.66882324219,,,,,,,,0.472409784793854,-0.284240275621414,-0.0121832517907023,-2.83173412753968e-05,0.0055054072290659,-1.75224772647198e-06,204.3125,3.05295798170846e-05,15.875,1.00825762748718,-6.05912209721282e-05,-0.375,5.390625
PLOTID_3324782010661,39.69,-87.09,2851,94,269,9263,3023,2675,348,2946,2726,2966,2726,1400,632,226,3896,2195,3395,2195,20,9198,5.83317613601685,0.719600021839142,6.80000019073486,0.530108690261841,16.2066669464111,0.904100000858307,745.099975585938,976.099975585938,1090.0830078125,,,,,,,,-0.149524226784706,-0.067360907793045,-0.0105362189933658,-8.44725291244686e-05,-0.0055728931911289,2.66724418906961e-05,194.6875,-9.69263564911671e-05,27.6875,1.97336757183075,3.92819383705501e-05,-0.4765625,9.3671875
